protest_date,region,location,actor,size,notes
2017-11-04,Nordrhein-Westfalen,Bonn,OTHER_CLIMATE_GROUP,10000.0,Klimaschützer demonstrieren in Bonn und fordern Bundeskanzlerin Angela Merkel zum Kohleausstieg auf.
2019-06-22,Nordrhein-Westfalen,Erkelenz,Ende Gelände,,"Protesters storm open-cast mine, eight injured police officers. Protesters from the group 'Ende Gelände' stormed the Garzweiler open-cast mine near Aachen, resulting in confrontations with the police and injuries to eight police officers."
2022-09-23,Bremen,Bremen,FFF,4000.0,"Fridays for Future: Tausende demonstrieren in Bremen für Klimaschutz - Protestzug mit Forderungen nach mehr Bemühungen für den Klimaschutz, Verkehrsbehinderungen, ruhige Demonstration."
2019-09-20,Nordrhein-Westfalen,Münster,FFF,20000.0,"Thousands of people, including children, students, parents, and grandparents, took to the streets in Münster for a climate protest organized by Fridays for Future, with the number of participants exceeding expectations."
2019-09-20,Nordrhein-Westfalen,Bonn,FFF,15000.0,"Around 15,000 activists gathered in Bonn for a climate protest organized by Fridays for Future."
2019-09-20,Nordrhein-Westfalen,Düsseldorf,FFF,20000.0,"Approximately 20,000 demonstrators gathered around the state parliament in Düsseldorf to demand action on climate change."
2019-09-20,Nordrhein-Westfalen,Dortmund,FFF,12000.0,"In Dortmund, around 12,000 parents, teenagers, and children formed a human chain to show their support for climate action."
2019-09-20,Nordrhein-Westfalen,Bielefeld,FFF,11500.0,"The climate protest in Bielefeld attracted approximately 11,500 participants, twice as many as expected, and marked the beginning of a week-long climate protection campaign."
2019-09-20,Nordrhein-Westfalen,Essen,FFF,0.0,"Several thousand people marched through the city center of Essen, demanding concrete and swift measures for effective climate protection."
2021-09-11,Bayern,München,OTHER_CLIMATE_GROUP,5000.0,"Thousands protest against the IAA Mobility in Munich, demanding a clear departure from car-dominated transport policies and prioritization of walking, cycling, and public transport; confrontations between protesters and police occurred at two occupied trees."
2018-09-23,Nordrhein-Westfalen,Hambacher Forst,OTHER_CLIMATE_GROUP,7000.0,Thousands of coal opponents gather for a protest rally in Hambacher Forst against the eviction and planned deforestation of the forest area.
2021-06-05,Berlin,Berlin,OTHER_CLIMATE_GROUP,,"Protesters occupied the construction site of the A100 highway in Berlin-Neukölln to demonstrate against its expansion, resulting in clashes with the police and the temporary arrest of 60 to 80 activists."
2021-06-05,Brandenburg,Wittenberge,OTHER_CLIMATE_GROUP,,"Autobahn opponents blocked the Elbbrücke bridge between Saxony-Anhalt and Brandenburg, causing significant traffic disruptions."
2020-01-12,Bayern,München,FFF,,"Protest against Siemens' decision to deliver a train signaling system for a controversial coal mine in Australia, including demonstrations in multiple cities and a 'Die-in' protest in front of the Siemens headquarters in Munich."
2019-06-11,Berlin,Berlin,XR,30.0,Protesters from Extinction Rebellion Berlin chained themselves to the fence of the Federal Chancellery and demanded the government to declare a climate emergency.
2018-07-28,Sachsen,Pödelwitz,OTHER_CLIMATE_GROUP,1000.0,"Climate activists from all over Germany protested against lignite mining in Pödelwitz, with workshops, excursions, and panel discussions taking place at the 'Klimacamp Pödelwitz' until August 5th."
2019-01-25,Nordrhein-Westfalen,Münster,FFF,800.0,"Schüler-Protest in Münster: „Nächste Demo bereits angemeldet“. On January 25, 2019, 800 young people gathered in front of the historic town hall in Münster to protest for a more sustainable climate policy. They held a vigil on Prinzipalmarkt on the following Friday to emphasize their cause. The protest was organized by the Fridays for Future movement and a continuation of the protests is planned, with the next major demonstration already scheduled for February 1."
2023-01-15,Rheinland-Pfalz,Lützerath,FFF,35000.0,"Protest against the demolition of Lützerath and the extraction of coal, with clashes between protesters and police, resulting in injuries on both sides."
2020-01-12,Bayern,München,FFF,100.0,"Protest against Siemens' decision to deliver a train signaling system for a controversial coal mine in Australia, including a 'Die-in' action in front of the Siemens headquarters in Munich."
2021-06-09,Bayern,München,OTHER_CLIMATE_GROUP,,"Protest against the destruction of forest for gravel extraction, activists have occupied trees and built makeshift tree houses, confrontation with the police has not occurred so far."
2020-11-10,Hessen,Homberg/Ohm,OTHER_CLIMATE_GROUP,,"Protest against the deforestation of Dannenröder Forst for the construction of Autobahn 49, with confrontations between police and protesters."
2019-01-22,Bayern,Augsburg,FFF,1500.0,"Climate protest demonstration in Augsburg with 1500 participants, including many children and teenagers, as part of a nationwide action."
2020-05-05,Niedersachsen,Wolfsburg,FFF,,Fridays for Future protest in front of the Volkswagen headquarters in Wolfsburg against financing more cars and calling for a climate-friendly transformation of the automotive industry.
2020-05-05,Berlin,Berlin,GP,,"Greenpeace and other environmental organizations protest in front of the Reichstag in Berlin, symbolically running over bicycles with an SUV to protest against financing more cars and calling for a climate-friendly transformation of the automotive industry."
2020-05-05,Niedersachsen,Wolfsburg,FFF,,Fridays for Future protest in front of the Volkswagen headquarters in Wolfsburg against financing more cars and calling for a climate-friendly transformation of the automotive industry.
2020-05-05,Berlin,Berlin,GP,,"Greenpeace and other environmental organizations protest in front of the Reichstag in Berlin, symbolically running over bicycles with an SUV to protest against financing more cars."
2020-05-05,Niedersachsen,Wolfsburg,FFF,,Fridays for Future protest in front of the Volkswagen headquarters in Wolfsburg against financing more cars and calling for a climate-friendly transformation of the automotive industry.
2020-05-05,Berlin,Berlin,GP,,"Greenpeace and other environmental organizations protest in front of the Reichstag in Berlin, symbolically running over bicycles with an SUV to protest against financing more cars."
2019-06-22,Nordrhein-Westfalen,Garzweiler,Ende Gelände,,"Protesters storm the Garzweiler open-pit mine, confronting the police, to demand action on climate change."
2019-04-12,Niedersachsen,Gifhorn,FFF,100.0,Around 100 students from Gifhorn skipped a day of vacation to participate in a climate protest organized by Fridays for Future Gifhorn. The protest took place in the pedestrian zone and included speeches by students. The police were involved in coordinating the march from Schillerplatz to Marktplatz.
2019-08-23,Nordrhein-Westfalen,Erkelenz/Aachen,OTHER_CLIMATE_GROUP,150.0,"Peaceful protest at the Garzweiler open-pit mine against coal energy production, with sit-in blockades at multiple entrances to the mine being cleared by the police after about two hours."
2021-07-23,Bayern,Bamberg,FFF,,"Fridays for Future demonstration in Bamberg city center, causing delays on all bus lines."
2023-01-15,Rheinland-Pfalz,Lützerath,OTHER_CLIMATE_GROUP,,"Protest against the eviction of the occupied coal town of Lützerath, with activists remaining in a tunnel and clashes with the police resulting in injuries on both sides."
2023-01-14,Nordrhein-Westfalen,Keyenberg,OTHER_CLIMATE_GROUP,,"Protest against the eviction of the occupied coal town of Lützerath, with thousands of participants, including Greta Thunberg, and clashes with the police resulting in injuries on both sides."
2019-05-26,Nordrhein-Westfalen,Wuppertal,FFF,,Wuppertaler Schüler demonstrieren erneut für mehr Klimaschutz - Schülerproteste für mehr Klimaschutz mit Podiumsdiskussion und Teilnahme von Politikern.
2021-09-12,Bayern,München,OTHER_CLIMATE_GROUP,,"Protests against the IAA Mobility in Munich, with clashes between police and activists, and criticism of police tactics by the protesters."
2020-06-20,Nordrhein-Westfalen,Datteln,FFF,350.0,"Climate activists protested against the controversial coal-fired power plant Datteln 4 with a bicycle demonstration, expressing their dissatisfaction with the coal policy of the German government."
2019-07-08,Nordrhein-Westfalen,Köln,FFF,500.0,"Five-day nonstop protest by 'Fridays for Future' in Cologne, with demonstrations, workshops, and yoga, aiming to raise awareness for climate change and demand action from the government."
2021-03-10,Hessen,Frankfurt,GP,,Greenpeace activists protested against the monetary policy of the European Central Bank (ECB) by paragliding and displaying banners on the roof of the building.
2020-07-05,Nordrhein-Westfalen,Köln,OTHER_CLIMATE_GROUP,150.0,Nacktradeln in Köln - Mit blanker Haut für sichere Radwege. Protesters ride through the city to draw attention to problems for cyclists in road traffic.
2017-08-25,Nordrhein-Westfalen,Erkelenz,OTHER_CLIMATE_GROUP,,"Protesters temporarily occupied a giant excavator in the Inden open-pit mine and temporarily blocked a coal transport railway in the Garzweiler open-pit mine, without violent confrontations with the police."
2021-03-19,Nordrhein-Westfalen,Wuppertal,FFF,280.0,Hundreds demonstrate with Fridays for Future in Wuppertal to draw attention to the climate crisis and demand measures to limit global warming.
2018-06-26,Berlin,Berlin,GP,15.0,"Greenpeace activists poured 3500 liters of yellow environmentally friendly washable paint on the Berlin Victory Column to create a giant sun symbol, demanding an exit from coal and more solar energy; some cyclists slipped on the paint, and the police confiscated warning signs about the slippery surface."
2021-08-18,Berlin,Berlin,XR,450.0,"Climate protest in front of the CDU Economic Council and the NRW State Representation, with activists blocking the entrance of the CDU headquarters and pouring coal in front of the NRW State Representation, demanding more climate protection from the government."
2021-08-18,Berlin,Berlin,XR,300.0,"Activists climbed onto the roof of the NRW State Representation and sat in front of the building, demanding an immediate stop to lignite coal combustion."
2019-04-28,Bayern,Coburg,FFF,250.0,"Around 250 participants, mostly students, marched from the train station to the marketplace in Coburg to demand climate action and a sustainable future for the planet."
2021-09-07,Bayern,München,OTHER_CLIMATE_GROUP,,"Protesters abseil from highway bridges and unfurl banners during the opening day of the IAA Mobility car show in Munich, causing road closures and traffic diversions."
2021-09-07,Bayern,München,GP,,Greenpeace activists demonstrate for a faster transition away from combustion engines during the opening day of the IAA Mobility car show in Munich.
