"id","newspaper","labels","year","excerpt"
2752,"Stuttgarter Zeitung","relevant",2009,"Stuttgarter Zeitung 2009-05-12 Vielfacher Protest Mit einer Aktionswoche unter dem Motto ""Gegen Entlassungen in der Krise"" will die IG Metall Baden-Württemberg ein Signal für den Beschäftigungserhalt setzen. Zehntausende von Metallern werden erwartet. Für Mittwochvormittag gibt die Gewerkschaft im Raum Stuttgart die Parole ""Eine Region steht auf"" aus. Vorgesehen ist eine Kundgebung (10 Uhr) vor dem Gebäude der KBA Metalprint samt zwei Demonstrationszügen vom Porscheplatz in Zuffenhausen und vom Bosch-Werk in Feuerbach aus. Gleichzeitig protestiert die Gewerkschaft vor Tor sieben des Mercedes-Benz-Werkes in Sindelfingen und am Cannstatter Tor des Werks Untertürkheim (10.30 Uhr). Letztere Kundgebung ist eine Aktion der IG Metall in Esslingen, Göppingen-Geislingen, Stuttgart und Waiblingen. Gewerkschaftschef Berthold Huber tritt am Donnerstag um 14 Uhr auf dem Weinhof in Ulm auf. Zuvor startet eine Demonstration vom Münsterplatz aus. Vorstandsmitglied Helga Schwitzer ist um 13.30 Uhr auf dem Reutlinger Marktplatz zu hören. Gestern protestierten 700 Metaller in Albstadt. ms"
2754,"Stuttgarter Zeitung","relevant",2009,"Stuttgarter Zeitung 2009-07-23 KEIN BÜRGERENTSCHEID Richterspruch Das Verwaltungsgericht Stuttgart hat vergangene Woche die Klage eines Stuttgart-21-Gegners gegen die Stadt abgewiesen, das von 61 193 Personen unterschriebene Bürgerbegehren zuzulassen. Die Initiatoren hätten keine konkreten Forderungen erhoben, sondern der Stadt den angestrebten Ausstieg überlassen wollen."
2759,"Stuttgarter Zeitung","relevant",2010,"Stuttgarter Zeitung 2010-05-12 Verdi prangert Finanznot an Von Thomas Borgmann  Die Dienstleistungsgewerkschaft Verdi will die wachsende Finanznot der Städte und Gemeinden in den kommenden Monaten in einer bundesweiten Kampagne anprangern. Der Auftakt dazu war gestern eine Demonstration vor dem Stuttgarter Rathaus. Hundert Personalräte der Stadt ließen dort 600 Luftballons in den Himmel steigen als Zeichen dafür, dass der Stadtkasse 2010/11 rund 600 Millionen Euro an Einnahmen aus der Gewerbesteuer fehlen werden. Dazu sollten die Kommunalfinanzen eine völlig neue Struktur erhalten. Verdi veranstaltet am Samstag, 12. Juni, in Stuttgart eine Großdemo mit Kundgebung auf dem Schlossplatz. Die Demo beginnt um 11 Uhr, die Kundgebung um 12.30 Uhr. Auch Grüne und SPD haben zur Teilnahme aufgerufen."
2760,"Stuttgarter Zeitung","relevant",2012,"Stuttgarter Zeitung 2012-05-24 Protest gegen den Filderdialog; Schwabenstreich Leinfelden Beim bereits 96. Schwabenstreich auf dem Neuen Markt in Leinfelden spricht am heutigen Donnerstag, 24. Mai, ab 19 Uhr Frank Distel, Vorstandsmitglied der Schutzgemeinschaft Filder. Trotz der Absage des Filderdialogs, der am Freitag, 25. Mai, um 15 Uhr in der Filder­halle in Leinfelden beginnen sollte, halten die Initiative Lebenswertes L.-E. und die Gruppe 'Vaihinger für den Kopfbahnhof' an ihrer geplanten Protestkundgebung gegen den Filderdialog fest. Um 14 Uhr wolle man mit der angemeldeten Demonstration bei der Filderhalle den Unmut über den 'Filder-Dia-Lüg' zum Ausdruck bringen. Der Filderdialog sei eine Alibiveranstaltung, die Bürgern 'die Illusion der Mitgestaltung' beim Filderabschnitt von Stuttgart 21 geben solle, heißt es in einem Flugblatt, das zur Teilnahme aufruft."
2761,"Stuttgarter Zeitung","relevant",2011,"Stuttgarter Zeitung 2011-02-05 Baumverpflanzung steht kurz bevor; Stuttgart 21 Die Verpflanzung von insgesamt 16 Bäumen am Hauptbahnhof im Rahmen der Bauarbeiten für Stuttgart 21 steht offenbar unmittelbar bevor. Ohne dieses kann der mit Stuttgart 21 vorgesehene Tiefbahnhof nicht errichtet werden. Nach der Eskalation der Auseinandersetzungen zwischen Polizei und Projektgegnern am 30. September im Schlossgarten, als bei einem Wasserwerfereinsatz der Polizei etwa 100 Demonstranten verletzt wurden, will die Bahn diese Bäume nun nicht fällen, sondern an eine andere Stellen versetzen. Die sogenannten Parkschützer hatten schon für die Nacht auf Freitag mit dem Start der Baumverpflanzung gerechnet. Nach Angaben der Initiative harrten etwa 200 Aktivisten beim Minusgraden am Kurt-Georg-Kiesinger-Platz aus. Dass die Gruppe der Projektgegner mit ihrer Mobilisierung einen Polizeieinsatz und den Beginn der Arbeiten fürs Erste verhindert hätten, sei ""blanker Unsinn"", traten die Sprecher des Kommunikationsbüros der Darstellung der Parkschützer entgegen.ury"
2765,"Weser Kurier","irrelevant",2015,"""Wir sind eingemauert"" Bürgerinitiative Uphusen fürchtet großen Verlust an Lebensqualität, wenn Achim-West realisiert wird VON   INA FRIEBEL Achim-Uphusen. Sie wollen als Anwohner nicht von einem   Gewerbegebiet eingeengt werden - da sind sich die Mitglieder der Bürgerinitiative   Uphusen (BIU) einig. ""Zwischen der Eisenbahn, der A1 und der A27 ist   die Grünfläche, auf der jetzt das Gewerbegebiet entstehen soll, die   einzige Anlaufstelle für Anwohner"", sagt Jan Precht, Mitglied der BIU."
2766,"Stuttgarter Zeitung","irrelevant",2011,"Stuttgarter Zeitung 2011-06-16 Aktionsbündnis attackiert neue Landesregierung Von Jörg Nauke  Die neue Führung des Aktionsbündnisses gegen Stuttgart 21 in Person der BUND-Landesvorsitzenden Brigitte Dahlbender und des SÖS-Stadtrats Hannes Rockenbauch hat gestern die Deutsche Bahn und die grün-rote Landesregierung attackiert sowie ein ""Aufleben des friedlichen, zivilen Widerstands"" gegen das umstrittene Milliardenprojekt angekündigt, ""der die Bürger in Begeisterung versetzen wird"". Das Bündnis kritisiert, dass es als einer der beiden ""legitimen Verhandlungspartner"" seit der Schlichtung bisher vom vereinbarten Leistungstest für den geplanten Tiefbahnhof ausgeschlossen sei. Bis dahin sollte die Bahn auf eigene Kosten einen Bau- und Vergabestopp verhängen. Der Leiter des Kommunikationsbüros, Wolfgang Dietrich, sagte gestern, die Bahn sei ""der falsche Adressat"" für Protestschreiben des Aktionsbündnisses. Dessen ""Freunde in der Landesregierung"" hätten ausreichend Gelegenheit zur umfassenden Information."
2768,"Leipziger Volkszeitung","irrelevant",2015,"LEIPZV0020150624eb6o0006h Leipziger Volkszeitung 24 Juni 2015 Kurz gemeldet Umweltminister ehrt ""Bibermutter"" Klausnitzer Nordsachsen. Unter den Geehrten ist auch Renate Klausnitzer, die Leiterin der Bibergruppe Delitzsch/Eilenburg. Die als ""Bibermutter"" geschätzte Aktivistin ist seit über 20 Jahren im Biberschutz tätig und seit 2002 ehrenamtliche Naturschutzhelferin des Landkreises Nordsachsen. ""Sie tragen durch Ihren uneigennützigen Einsatz und viel Zeitaufwand zum Funktionieren unserer gemeinsamen Naturschutzarbeit bei"", würdigte Minister Schmidt die Geehrten."
2770,"Leipziger Volkszeitung","irrelevant",2015,"Kurz gemeldet Vereinsleben: Am 20. März Versammlung des SV Borna Borna. Der SV Borna lädt seine Vereinsmitglieder zur Mitgliederversammlung am Freitag, dem 20. März, in das Bornaer Sportlerheim, Straße des Sportes 4, ein. 19 Uhr soll die Versammlung beginnen. Auf der Tagesordnung stehen unter anderem die Berichte des Vorstandes, des Schatzmeisters und des Rechnungsprüfers."
2771,"Stuttgarter Zeitung","relevant",2012,"Stuttgarter Zeitung 2012-05-21 Pontos-Griechen demonstrieren; Gedenktag Mit einem Schweigemarsch durch die Innenstadt haben am Samstagnachmittag rund 250 Griechen der Opfer des türkischen Völkermords an Armeniern, Assyrern und Griechen aus Pontos zu Beginn des vergangenen Jahrhunderts gedacht. Der Protestzug, zu dem der Verband der Vereine der Griechen aus Pontos in Europa landesweit aufgerufen hatte, zog mit weißen Rosen und Transparenten vom Wilhelmsplatz durch die Eberhardstraße zum Mahnmal an der Planie, wo ein Kranz niedergelegt wurde. 'Recht auf Gedenken', 'Türkei raus aus der Unesco' und 'Anerkennung des Genozids auch durch Deutschland' forderten die Demonstranten auf Transparenten. 'Die Türkei muss sich der Vergangenheit stellen und den Völkermord anerkennen, dazu brauchen wir die Unterstützung der Westmächte', sagte ein Redner bei der Schlusskundgebung beim Mahnmal. Dabei sei Deutschland besonders gefordert, weil es der Türkei das Geld für den Krieg gegeben habe."
2774,"Stuttgarter Zeitung","irrelevant",2010,"Stuttgarter Zeitung 2010-02-11 Feuer in Drogenküche Schlimme Verbrennungen hat eine Frau am Dienstag in Waiblingen-Bittenfeld erlitten, als sie versucht hat, eine synthetische Droge zusammenzumischen. Die 33-Jährige war am frühen Morgen ins Krankenhaus gebracht worden. Einem Arzt erschien die Situation suspekt, er informierte die Polizei. Wie die Beamten jetzt mitteilten, hätten die Ermittlungen ergeben, dass die Frau gegen 5 Uhr morgens offenbar im Keller eines Hauses in Bittenfeld versucht habe, die Droge Crystal herzustellen. Dabei handelt es sich um Methylamphetamin, das stark aufputschend wirkt, die Stimmung aufhellt und das Schmerzempfinden herabsetzt. Es kann auf unterschiedlichste Weise konsumiert werden und führt rasch zur Abhängigkeit. Die Frau hatte sich offenbar beim Mischen von Chemikalien mit einer brennbaren Flüssigkeit bespritzt, die sich entzündete. 20 Prozent ihrer Haut wurden verbrannt. Die 33-Jährige habe in Deutschland keinen festen Wohnort und sei offensichtlich im Rotlichtmilieu tätig, heißt es in einer gemeinsamen Pressemitteilung von Polizei und Staatsanwaltschaft Stuttgart. In dem Haus, in dem sich der Vorfall ereignete, traf die Polizei auf einen 42 Jahre alten Mieter, der nun verdächtigt wird, an der Herstellung des Crystals beteiligt gewesen zu sein. Möglicherweise handelt es sich um den Zuhälter der Frau. Laut der Polizei fand die Spurensicherung heraus, dass nach dem schweren Unfall versucht wurde, die Verletzungen selbst zu behandeln und die Spuren in der Drogenküche im Keller zu beseitigen. Die Stuttgarter Staatsanwaltschaft, die von Anfang an in den Fall involviert war, beantragte eine Durchsuchung des Hauses. Dabei wurden neben einer scharfen Schusswaffe und 50 Schuss Munition auch Chemikalien gefunden, die zurzeit näher untersucht werden. Außerdem fanden die Beamten geringe Mengen eines Stoffes, bei dem es sich um Amphetamin handeln könnte. Die Ermittlungen werden fortgesetzt. kay "
2777,"Stuttgarter Zeitung","relevant",2010,"Stuttgarter Zeitung 2010-12-03 S-21-Befürworter machen weiter; Kundgebungen Auch auf der Seite der Befürworter von Stuttgart 21 gibt es nach dem Schlichterspruch weitere Kundgebungen. Gestern Abend sind nach gemeinsamer Schätzung von Polizei und Veranstaltern trotz Eiseskälte rund 800 Menschen auf den Kleinen Schlossplatz gekommen, auf den die Befürworter wegen des Weihnachtsmarktes ausgewichen sind. Bahnvorstand Volker Kefer, der von der Menge als ""Michael Jackson der Schlichtung"" wie ein Popstar gefeiert wurde, bedankte sich im Namen seines Bahnteams und bei all jenen, die ihm in den zurückliegenden Wochen moralisch den Rücken gestärkt hätten, und bei jenen, ""die dafür waren, als viele dagegen waren"". Er habe immer von einem versöhnlichen Ausgang der Gespräche geträumt und sich vorgenommen, nach dem Ende der Schlichtung bei einer der Kundgebungen der Befürworter dabei zu sein. Einen Riesenapplaus und Sprechchöre ""Weiterbauen"" gab es, als Christian List vom Bündnis der Befürworter das aktuelle Umfrageergebnis mitteilte, nach dem 54 Prozent der Baden-Württemberger für Stuttgart 21 sind. Sport- und Kulturbürgermeisterin Susanne Eisenmann ermunterte die Anhänger von Pro und Contra, in einen konstruktiven Dialog zu treten, um das Projekt weiter zu entwickeln und ""es zu einem guten Ende zu führen"". Nach ihrer Großkundgebung am 18. Dezember auf dem Kleinen Schlossplatz wollen die Stuttgart-21-Befürworter eine Weihnachtspause bis zum 13. Januar einlegen. Die erste Donnerstagskundgebung findet dann wieder auf dem Marktplatz statt. sne"
2791,"Stuttgarter Zeitung","irrelevant",2010,"Stuttgarter Zeitung 2010-09-16 ""Das eskaliert zur Geiselnahme einer ganzen Innenstadt"" Beschämend Ich nehme seit Wochen an Demonstrationen gegen S 21 teil. Beeindruckt haben mich unter anderem die klaren Zeichen für den festen Willen zu friedlichem Vorgehen - am Montagabend zum Beispiel dadurch, dass die Anerkennung für die Arbeit und das Verhalten der Polizei klar zum Ausdruck gebracht wurde. Dr. Gertrud Binder, Ostfildern Fehl am Platz Langsam bekommt man immer mehr das Gefühl, dass die Redakteure die Grenzen überschreiten. Was ist denn bitte schön so schlimm, wenn Menschen, die friedlich vor dem Nordflügel demonstrieren und gleichzeitig der Abriss weiter betrieben wird, anschließend vor Wut auf die Barrikaden gehen? Und wenn man dann die Gelegenheit nutzt, den angestauten Frust direkt dort mitzuteilen, wo er hingehört, nämlich bei einem Politiker wie Herrn OB Schuster? Martin Richter, Stuttgart-West Früchte des Zorns Ich kann, ehrlich gesagt, Ihre Empörung nicht teilen. Vielleicht mag die Ausdrucksform des Protestes etwas unüblich sein, aber für mich erntet da nur jemand die Früchte des Zorns, die er selbst gesät hat. Als OB ist man eben nicht nur ein einfacher Beamter, der hinter seinem Amt als Person verschwindet, sondern ein Politiker, der eben diese Vorgaben macht und daher auch mit seiner Person seine Politik zu verantworten hat. Was Sie da sagen, gilt für die armen Polizisten, die von der Politik und von der Bahn vorgeschickt und verheizt werden und die am Montag dankenswerterweise dafür gesorgt haben, dass der Abbruchbagger abgestellt wurde, der in gezielter Provokation just zum Beginn der Kundgebung unter großem Getöse wieder in Betrieb genommen wurde. Es gilt auch für den Baggerfahrer, dem man gesagt hat, er solle das tun. Mit möglicherweise unangemessenen Kosten kennen sich die dauersubventionierten Unterstützer aus der Kulturszene wohl auch besser aus. Die Agitatoren maßen sich in selbstherrlicher Arroganz unter Ausnutzung willfähriger Schönwetterdemonstranten an, eine fachlich und rechtsstaatlich durch sämtliche Instanzen legitimierte Maßnahme unbedingt verhindern zu wollen. Schrankenloser Egoismus und sachfremde Besserwisserei von sich betroffen Fühlenden zwingt in unserer Gesellschaft jede geplante Veränderung in einen exzessiven Spießrutenlauf. Eine daraus resultierende Totalblockade bringt jedes vernünftige Wirtschaften zum Erliegen und zerstört die Grundlage menschlichen Zusammenlebens. Vielleicht denken die wohlsituierten Eltern und Großeltern einmal darüber nach, bevor sie sich von phrasenhaften Scheinargumenten zum fröhlichen Aufstand verführen lassen und mit unerschütterlichem Sendungsbewusstsein regelmäßig die Lebensadern der Stadt lahmlegen. Was als ""friedliche"" und ""gewaltfreie"" Demonstrationen verniedlicht wird, eskaliert zur massiven Erpressung durch Geiselnahme einer ganzen Innenstadt. Die Behauptung, zugrundeliegende Fakten hätten sich so gravierend geändert, dass die Rechtsgrundlage entfallen sei, haben die Volksvertreter abzuwägen."
2793,"Stuttgarter Zeitung","relevant",2011,"Stuttgarter Zeitung 2011-03-18 Befürworter laufen für das Projekt; Stuttgart 21 Zum ersten Mal in diesem Jahr haben die Befürworter von S 21 wieder zum ""Laufen für Stuttgart"" aufgerufen. Rund 30 Jogger und Fahrradfahrer machten sich gestern Abend im strömenden Regen auf den Weg durch den Schlossgarten bis zum Marktplatz vor dem Rathaus. Dort versammelten sich nach Angaben der Polizei rund 80 Teilnehmer. Bei der anschließenden Kundgebung forderten Stefan Faiß (Grüne) und Gabriele Heise (FDP) dazu auf, am Schlichterspruch festzuhalten. ""Die Menschheit hat ihren Wohlstand nicht erlangt, weil sie gebremst hat, sondern weil sie Geld in die Hand genommen und investiert hat"", sagte Projektbefürworter Stefan Faiß."
2794,"Stuttgarter Zeitung","relevant",2011,"Stuttgarter Zeitung 2011-02-11 Verfahren gegen Demo-Leiter eingestellt Von Christine Bilger  Junge Menschen wollen nicht auf ,Latsch-Demos' ihren Unmut kundtun. Sie wollen Bewegung in den Protest bringen."" So hat ein Sekretär der Gewerkschaft Verdi gestern vor dem Stuttgarter Amtsgericht erklärt, warum sich einige der rund 1000 Teilnehmer an einer Demonstration zum Bildungsstreik im vergangenen Juni auf Straßenkreuzungen gesetzt und danach 100-Meter-Sprints eingelegt hatten. Für den Gewerkschaftssekretär, der den Protestzug beim Amt für öffentliche Ordnung angemeldet hatte, brachte der Stop-and-go-Protest nun ein juristisches Nachspiel. Er wurde angezeigt, weil er mit den Sitzblockaden und einer Zwischenkundgebung am falschen Platz gegen das Versammlungsrecht verstoßen habe. Gegen den Strafbefehl legte der 30-jährige Gewerkschafter Einspruch ein. Das Verfahren wurde eingestellt. ""Sie haben sich zwar nicht an alle Auflagen gehalten, aber insgesamt ist die Demonstration sehr gesittet und ohne Zwischenfälle abgelaufen"", sagte die Richterin. Daher wolle sie ""nicht mit Kanonen auf Spatzen schießen"". Der Staatsanwalt stimmte ""zähneknirschend"" zu. Der Polizist, der nach der Demonstration die Verstöße gemeldet hatte, bestätigte, dass es eine insgesamt ruhige Versammlung gewesen sei, die sich vom Bahnhof an der Universität vorbei über den Berliner Platz und den Rotebühlplatz in die Königstraße und zum Ende auf den Schlossplatz bewegt hatte. Jedoch seien ihm die drei Verstöße gegen den zuvor besprochenen Ablauf ""einfach zu viel"" gewesen. Bei einem Verstoß würde die Polizei ein Auge zudrücken, bei dreien jedoch nicht mehr. Der dritte Verstoß - nach den Stopps auf dem Berliner Platz und dem Rotebühlplatz - sei die Zwischenkundgebung in der Eberhardstraße gewesen. Es sei ausgemacht gewesen, dass diese nicht am Ende der Königstraße stattfinden sollte, um diese nicht zu  blockieren, sondern mehrere Hundert Meter weiter unten. Der Gewerkschaftssekretär sagte, er habe vor Ort Rücksprache mit den Polizeibeamten gehalten, ob die Stelle für die Kundgebung genehmigt sei, und schließlich ein Okay bekommen."
